CLIENT_ID,AGE,INCOME,REGION,PRODUCT_TYPE,CREDIT_SCORE,PREDICTED_REVENUE,RISK_CATEGORY,SCENARIO_FACTOR,NOTE
C3870,45,89113,Ostrava,Mortgage,716,8349,Medium Risk,0.9,
C3871,55,97637,Pilsen,Personal Loan,831,7814,Low Risk,1,
C3872,59,95527,Prague,Credit Card,770,1402,Low Risk,1.1,
C3873,22,35794,Brno,Mortgage,613,3980,Medium Risk,1.1,
C3874,69,84209,Ostrava,Personal Loan,611,7062,Medium Risk,0.9,
C3875,47,58475,Pilsen,Credit Card,736,4993,Medium Risk,0.9,
C3876,21,30832,Prague,Mortgage,597,1627,High Risk,1,
C3877,63,111089,Brno,Personal Loan,672,7701,Medium Risk,1,
C3878,27,35491,Ostrava,Credit Card,713,2030,Medium Risk,1,
C3879,67,82043,Pilsen,Mortgage,802,5308,Low Risk,1.1,
C3880,54,78765,Prague,Personal Loan,541,2007,High Risk,0.9,
C3881,39,63584,Brno,Credit Card,736,4339,Medium Risk,0.9,
C3882,42,88506,Ostrava,Mortgage,631,8666,Medium Risk,0.9,
C3883,21,32798,Pilsen,Personal Loan,839,3047,Low Risk,1.1,
C3884,37,89807,Prague,Credit Card,725,8580,Medium Risk,1.1,
C3885,69,111771,Brno,Mortgage,686,6965,Medium Risk,1,
C3886,44,80032,Ostrava,Personal Loan,686,6349,Medium Risk,1,
C3887,30,82383,Pilsen,Credit Card,530,3404,High Risk,0.9,
C3888,60,86354,Prague,Mortgage,720,5888,Medium Risk,1.1,
C3889,58,95600,Brno,Personal Loan,813,9327,Low Risk,0.9,
C3890,24,32897,Ostrava,Credit Card,506,9849,High Risk,0.9,
C3891,21,38048,Pilsen,Mortgage,510,9124,High Risk,1.1,
C3892,55,89185,Prague,Personal Loan,608,5564,Medium Risk,1.1,
C3893,62,87633,Brno,Credit Card,691,3567,Medium Risk,0.9,
C3894,54,101482,Ostrava,Mortgage,755,6011,Low Risk,0.9,
C3895,60,90002,Pilsen,Personal Loan,578,5208,High Risk,1,
C3896,35,58492,Prague,Credit Card,608,4536,Medium Risk,1.1,
C3897,26,36693,Brno,Mortgage,610,6523,Medium Risk,0.9,
C3898,39,63695,Ostrava,Personal Loan,783,8154,Low Risk,1,
C3899,69,113990,Pilsen,Credit Card,557,1049,High Risk,1,
C3900,52,114373,Prague,Mortgage,564,6498,High Risk,1.1,
C3901,43,84220,Brno,Personal Loan,612,3137,Medium Risk,1,
C3902,59,84309,Ostrava,Credit Card,636,4526,Medium Risk,1.1,
C3903,48,88170,Pilsen,Mortgage,785,2645,Low Risk,1.1,
C3904,26,37067,Prague,Personal Loan,623,5422,Medium Risk,0.9,
C3905,45,55929,Brno,Credit Card,648,9330,Medium Risk,1.1,
C3906,29,34724,Ostrava,Mortgage,529,2398,High Risk,1.1,
C3907,61,87136,Pilsen,Personal Loan,721,7416,Medium Risk,0.9,
C3908,42,84212,Prague,Credit Card,826,3943,Low Risk,1.1,
C3909,52,115733,Brno,Mortgage,599,2033,High Risk,0.9,
C3910,46,76335,Ostrava,Personal Loan,728,4303,Medium Risk,1.1,
C3911,55,108500,Pilsen,Credit Card,710,2098,Medium Risk,1.1,
C3912,43,69090,Prague,Mortgage,623,3481,Medium Risk,1,
C3913,59,88096,Brno,Personal Loan,793,8567,Low Risk,1,
C3914,38,89547,Ostrava,Credit Card,638,1403,Medium Risk,0.9,
C3915,66,118744,Pilsen,Mortgage,740,8718,Medium Risk,0.9,
C3916,22,36212,Prague,Personal Loan,595,5677,High Risk,1,
C3917,32,86009,Brno,Credit Card,588,5173,High Risk,1,
C3918,65,116713,Ostrava,Mortgage,665,6359,Medium Risk,1,
C3919,43,60377,Pilsen,Personal Loan,750,8893,Low Risk,0.9,
C3920,33,85731,Prague,Credit Card,508,6128,High Risk,0.9,
C3921,56,83355,Brno,Mortgage,678,6447,Medium Risk,0.9,
C3922,21,30203,Ostrava,Personal Loan,536,9750,High Risk,0.9,
C3923,64,118839,Pilsen,Credit Card,673,3364,Medium Risk,1.1,
C3924,36,89966,Prague,Mortgage,688,8081,Medium Risk,1,
C3925,59,85810,Brno,Personal Loan,583,3444,High Risk,0.9,
C3926,66,112662,Ostrava,Credit Card,525,4198,High Risk,1,
C3927,60,90476,Pilsen,Mortgage,628,2209,Medium Risk,0.9,
C3928,58,101583,Prague,Personal Loan,743,6645,Medium Risk,1.1,
C3929,45,59407,Brno,Credit Card,775,2810,Low Risk,1,
C3930,23,31153,Ostrava,Mortgage,817,8489,Low Risk,1.1,
C3931,47,85084,Pilsen,Personal Loan,736,6605,Medium Risk,1.1,
C3932,24,31392,Prague,Credit Card,735,1572,Medium Risk,1.1,
C3933,60,91020,Brno,Mortgage,800,6927,Low Risk,1,
C3934,53,108949,Ostrava,Personal Loan,822,5026,Low Risk,1,
C3935,47,52120,Pilsen,Credit Card,690,9530,Medium Risk,0.9,
C3936,70,103305,Prague,Mortgage,756,1072,Low Risk,0.9,
C3937,64,95733,Brno,Personal Loan,764,3020,Low Risk,1,
C3938,55,110888,Ostrava,Credit Card,658,6511,Medium Risk,0.9,
C3939,30,71504,Pilsen,Mortgage,844,9480,Low Risk,1.1,
C3940,48,89403,Prague,Personal Loan,600,3084,Medium Risk,0.9,
C3941,28,44556,Brno,Credit Card,728,1862,Medium Risk,1,
C3942,28,33322,Ostrava,Mortgage,569,2739,High Risk,1.1,
C3943,21,34206,Pilsen,Personal Loan,567,4522,High Risk,0.9,
C3944,64,77194,Prague,Credit Card,624,5805,Medium Risk,1.1,
C3945,61,91723,Brno,Mortgage,574,8136,High Risk,1,
C3946,57,86670,Ostrava,Personal Loan,806,6910,Low Risk,0.9,
C3947,27,39215,Pilsen,Credit Card,746,1107,Medium Risk,0.9,
C3948,67,95729,Prague,Mortgage,533,8413,High Risk,0.9,
C3949,22,30506,Brno,Personal Loan,634,5168,Medium Risk,1,
C3950,27,35755,Ostrava,Credit Card,805,1449,Low Risk,1,
C3951,51,109567,Pilsen,Mortgage,528,9278,High Risk,1.1,
C3952,67,89572,Prague,Personal Loan,795,8391,Low Risk,1.1,
C3953,39,74218,Brno,Credit Card,669,7601,Medium Risk,0.9,
C3954,41,88961,Ostrava,Mortgage,725,1546,Medium Risk,0.9,
C3955,57,98013,Pilsen,Personal Loan,586,9282,High Risk,1.1,
C3956,47,87526,Prague,Credit Card,749,8419,Medium Risk,0.9,
C3957,57,97336,Brno,Mortgage,836,8482,Low Risk,1,
C3958,33,79445,Ostrava,Personal Loan,533,7922,High Risk,1,
C3959,32,78053,Pilsen,Credit Card,771,5196,Low Risk,1,
C3960,30,71559,Prague,Mortgage,742,3493,Medium Risk,1,
C3961,47,63162,Brno,Personal Loan,762,2869,Low Risk,0.9,
C3962,25,39019,Ostrava,Credit Card,808,2263,Low Risk,1,
C3963,66,88356,Pilsen,Mortgage,731,2578,Medium Risk,0.9,
C3964,58,85193,Prague,Personal Loan,756,8823,Low Risk,1,
C3965,32,58089,Brno,Credit Card,726,6339,Medium Risk,1,
C3966,25,44049,Ostrava,Mortgage,553,8612,High Risk,1,
C3967,54,90579,Pilsen,Personal Loan,648,4633,Medium Risk,0.9,
C3968,46,54276,Prague,Credit Card,555,7300,High Risk,1.1,
C3969,55,89817,Brno,Mortgage,580,4609,High Risk,1,
C3970,47,79554,Ostrava,Personal Loan,727,7734,Medium Risk,1.1,
C3971,33,52174,Pilsen,Credit Card,518,4825,High Risk,1.1,
C3972,25,40452,Prague,Mortgage,663,4522,Medium Risk,1,
C3973,31,80257,Brno,Personal Loan,748,2941,Medium Risk,0.9,
C3974,45,76011,Ostrava,Credit Card,568,1171,High Risk,1.1,
C3975,43,80031,Pilsen,Mortgage,558,5886,High Risk,1.1,
C3976,39,60379,Prague,Personal Loan,752,6493,Low Risk,1.1,
C3977,33,74893,Brno,Credit Card,771,6948,Low Risk,1,
C3978,36,65439,Ostrava,Mortgage,552,2297,High Risk,0.9,
C3979,53,112717,Pilsen,Personal Loan,716,5974,Medium Risk,1,
C3980,31,52327,Prague,Credit Card,782,6233,Low Risk,1,
C3981,55,109293,Brno,Mortgage,731,1132,Medium Risk,1.1,
C3982,69,86319,Ostrava,Personal Loan,642,8647,Medium Risk,1.1,
C3983,58,119169,Pilsen,Credit Card,590,6783,High Risk,1,
C3984,21,45867,Prague,Mortgage,697,2209,Medium Risk,0.9,
C3985,34,61353,Brno,Personal Loan,839,4441,Low Risk,1.1,
C3986,22,41067,Ostrava,Credit Card,814,9836,Low Risk,0.9,
C3987,46,57260,Pilsen,Mortgage,548,4876,High Risk,1.1,
C3988,67,95613,Prague,Personal Loan,739,3506,Medium Risk,0.9,
C3989,46,81518,Brno,Credit Card,759,5374,Low Risk,0.9,
C3990,25,32814,Ostrava,Mortgage,803,8074,Low Risk,1.1,
C3991,56,88813,Pilsen,Personal Loan,828,9879,Low Risk,1,
C3992,64,97318,Prague,Credit Card,665,4908,Medium Risk,0.9,
C3993,27,44684,Brno,Mortgage,717,9309,Medium Risk,1,
C3994,50,66796,Ostrava,Personal Loan,616,5353,Medium Risk,1.1,
C3995,55,102270,Pilsen,Credit Card,744,4656,Medium Risk,0.9,
C3996,46,84954,Prague,Mortgage,823,6470,Low Risk,1,
C3997,49,75565,Brno,Personal Loan,523,8550,High Risk,1,
C3998,39,89755,Ostrava,Credit Card,793,1857,Low Risk,0.9,
C3999,37,87042,Pilsen,Mortgage,540,2752,High Risk,1,
C4000,61,98345,Prague,Personal Loan,639,7032,Medium Risk,1,
C4001,62,115532,Brno,Credit Card,732,1863,Medium Risk,1,
C4002,20,31642,Ostrava,Mortgage,710,4394,Medium Risk,1,
C4003,63,105166,Pilsen,Personal Loan,778,6020,Low Risk,0.9,
C4004,56,111786,Prague,Credit Card,710,7226,Medium Risk,1.1,
C4005,28,49478,Brno,Mortgage,516,7727,High Risk,1.1,
C4006,21,35701,Ostrava,Personal Loan,789,6033,Low Risk,1.1,
C4007,37,54574,Pilsen,Credit Card,533,4095,High Risk,1.1,
C4008,34,55455,Prague,Mortgage,843,8988,Low Risk,1.1,
C4009,36,83924,Brno,Personal Loan,791,4427,Low Risk,1,
C4010,24,30986,Ostrava,Credit Card,599,1676,High Risk,1.1,
C4011,61,85090,Pilsen,Mortgage,836,1831,Low Risk,1,
C4012,41,64026,Prague,Personal Loan,512,6112,High Risk,0.9,
C4013,40,60351,Brno,Credit Card,739,7989,Medium Risk,1,
C4014,25,31705,Ostrava,Mortgage,590,9713,High Risk,0.9,
C4015,37,62180,Pilsen,Personal Loan,702,7776,Medium Risk,0.9,
C4016,26,39695,Prague,Credit Card,723,4583,Medium Risk,1.1,
C4017,65,116879,Brno,Mortgage,825,4309,Low Risk,1.1,
C4018,30,80227,Ostrava,Personal Loan,644,8153,Medium Risk,1.1,
C4019,41,84866,Pilsen,Credit Card,725,3643,Medium Risk,1,
C4020,46,68553,Prague,Mortgage,683,9200,Medium Risk,1.1,
C4021,66,109094,Brno,Personal Loan,666,9793,Medium Risk,1,
C4022,57,95304,Ostrava,Credit Card,540,9259,High Risk,1.1,
C4023,21,40486,Pilsen,Mortgage,687,5364,Medium Risk,1,
C4024,57,86484,Prague,Personal Loan,599,3288,High Risk,0.9,
C4025,60,114943,Brno,Credit Card,664,8762,Medium Risk,0.9,
C4026,38,88987,Ostrava,Mortgage,786,8939,Low Risk,0.9,
C4027,50,60095,Pilsen,Personal Loan,727,5183,Medium Risk,0.9,
C4028,28,47424,Prague,Credit Card,656,4487,Medium Risk,1,
C4029,23,40347,Brno,Mortgage,750,6431,Low Risk,1.1,
C4030,47,51066,Ostrava,Personal Loan,676,2775,Medium Risk,1,
C4031,26,33944,Pilsen,Credit Card,725,7858,Medium Risk,0.9,
C4032,60,117675,Prague,Mortgage,722,9899,Medium Risk,0.9,
C4033,53,91868,Brno,Personal Loan,628,2718,Medium Risk,1.1,
C4034,21,44654,Ostrava,Credit Card,746,9646,Medium Risk,0.9,
C4035,57,86577,Pilsen,Mortgage,567,5708,High Risk,1.1,
C4036,58,91860,Prague,Personal Loan,782,3806,Low Risk,0.9,
C4037,21,47914,Brno,Credit Card,607,1521,Medium Risk,0.9,
C4038,40,86321,Ostrava,Mortgage,635,7191,Medium Risk,1.1,
C4039,31,88909,Pilsen,Personal Loan,823,9414,Low Risk,0.9,
C4040,63,100916,Prague,Credit Card,602,9551,Medium Risk,1,
C4041,47,59379,Brno,Mortgage,518,9828,High Risk,1.1,
C4042,32,58850,Ostrava,Personal Loan,619,2567,Medium Risk,1.1,
C4043,56,109398,Pilsen,Credit Card,590,8784,High Risk,1,
C4044,46,77702,Prague,Mortgage,652,9668,Medium Risk,0.9,
C4045,49,76796,Brno,Personal Loan,743,9835,Medium Risk,1,
C4046,31,81423,Ostrava,Credit Card,801,3936,Low Risk,1,
C4047,44,62064,Pilsen,Mortgage,720,6564,Medium Risk,1,
C4048,38,63102,Prague,Personal Loan,702,2241,Medium Risk,1,
C4049,37,77305,Brno,Credit Card,673,9413,Medium Risk,0.9,
C4050,48,80542,Ostrava,Mortgage,530,1766,High Risk,1.1,
C4051,22,39855,Pilsen,Personal Loan,847,7536,Low Risk,1,
C4052,46,51107,Prague,Credit Card,655,9680,Medium Risk,1.1,
C4053,47,77307,Brno,Mortgage,557,7260,High Risk,0.9,
C4054,20,33492,Ostrava,Personal Loan,768,6357,Low Risk,1,
C4055,28,30511,Pilsen,Credit Card,849,1412,Low Risk,1.1,
C4056,51,81784,Prague,Mortgage,790,4129,Low Risk,1,
C4057,66,79790,Brno,Personal Loan,633,8531,Medium Risk,1,
C4058,44,67347,Ostrava,Credit Card,764,5751,Low Risk,1,
C4059,39,76010,Pilsen,Mortgage,798,7187,Low Risk,0.9,
C4060,41,73959,Prague,Personal Loan,725,6340,Medium Risk,0.9,
C4061,59,106741,Brno,Credit Card,678,7407,Medium Risk,1.1,
C4062,46,53741,Ostrava,Mortgage,763,5582,Low Risk,1.1,
C4063,35,75396,Pilsen,Personal Loan,622,4205,Medium Risk,1.1,
C4064,46,58521,Prague,Credit Card,755,4453,Low Risk,1,
C4065,54,86780,Brno,Mortgage,713,6830,Medium Risk,0.9,
C4066,40,51954,Ostrava,Personal Loan,517,5087,High Risk,0.9,
C4067,64,84765,Pilsen,Credit Card,719,9038,Medium Risk,1.1,
C4068,46,85860,Prague,Mortgage,685,2898,Medium Risk,1,
C4069,52,118913,Brno,Personal Loan,749,8595,Medium Risk,0.9,
C4070,32,84643,Ostrava,Credit Card,618,3256,Medium Risk,0.9,
C4071,56,100651,Pilsen,Mortgage,539,1600,High Risk,1.1,
C4072,63,95955,Prague,Personal Loan,737,8498,Medium Risk,1,
C4073,23,49759,Brno,Credit Card,826,7659,Low Risk,1,
C4074,65,99586,Ostrava,Mortgage,541,6105,High Risk,0.9,
C4075,37,61358,Pilsen,Personal Loan,560,3361,High Risk,1,
C4076,20,40193,Prague,Credit Card,507,5357,High Risk,1,
C4077,30,62911,Brno,Mortgage,788,2217,Low Risk,1.1,
C4078,29,44142,Ostrava,Personal Loan,566,8528,High Risk,1,
C4079,55,88390,Pilsen,Credit Card,545,6349,High Risk,0.9,
C4080,70,99492,Prague,Mortgage,731,9736,Medium Risk,1,
C4081,51,107391,Brno,Personal Loan,739,1438,Medium Risk,1.1,
C4082,57,114721,Ostrava,Credit Card,500,3131,High Risk,1.1,Vyžaduje další posouzení
C4083,33,61335,Pilsen,Mortgage,501,6102,High Risk,1.1,
C4084,46,71448,Prague,Personal Loan,814,4599,Low Risk,1.1,
C4085,52,103501,Brno,Credit Card,680,6025,Medium Risk,1.1,
C4086,59,78125,Ostrava,Mortgage,844,2756,Low Risk,1.1,
C4087,40,86190,Pilsen,Personal Loan,658,7539,Medium Risk,0.9,
C4088,50,76193,Prague,Credit Card,514,5002,High Risk,1.1,
C4089,55,117773,Brno,Mortgage,727,3887,Medium Risk,1,
C4090,36,70050,Ostrava,Personal Loan,635,2089,Medium Risk,0.9,
C4091,68,86522,Pilsen,Credit Card,799,4982,Low Risk,1.1,
C4092,60,108177,Prague,Mortgage,665,9539,Medium Risk,0.9,
C4093,39,79174,Brno,Personal Loan,724,7155,Medium Risk,1.1,
C4094,38,65309,Ostrava,Credit Card,675,4593,Medium Risk,0.9,
C4095,52,109950,Pilsen,Mortgage,756,9358,Low Risk,0.9,
C4096,35,67905,Prague,Personal Loan,804,5721,Low Risk,1,
C4097,56,102442,Brno,Credit Card,712,4731,Medium Risk,0.9,
C4098,24,38149,Ostrava,Mortgage,513,7715,High Risk,0.9,
C4099,56,84741,Pilsen,Personal Loan,626,4351,Medium Risk,1,
C4100,31,52995,Prague,Credit Card,825,9209,Low Risk,1.1,
C4101,40,78421,Brno,Mortgage,727,9295,Medium Risk,0.9,
C4102,27,35257,Ostrava,Personal Loan,703,8924,Medium Risk,1,
C4103,49,69386,Pilsen,Credit Card,537,7008,High Risk,0.9,
C4104,61,77221,Prague,Mortgage,543,6170,High Risk,1,
C4105,31,68259,Brno,Personal Loan,798,9922,Low Risk,1,
C4106,37,81997,Ostrava,Credit Card,560,7740,High Risk,0.9,
C4107,38,66467,Pilsen,Mortgage,632,9288,Medium Risk,1,
C4108,35,75190,Prague,Personal Loan,629,7327,Medium Risk,1.1,
C4109,43,53960,Brno,Credit Card,579,3289,High Risk,0.9,
C4110,36,80583,Ostrava,Mortgage,535,2539,High Risk,1,
C4111,48,69488,Pilsen,Personal Loan,783,8836,Low Risk,0.9,
C4112,55,111327,Prague,Credit Card,534,9789,High Risk,0.9,
C4113,61,119445,Brno,Mortgage,657,1489,Medium Risk,1,
C4114,64,102453,Ostrava,Personal Loan,730,6600,Medium Risk,1.1,
C4115,40,83552,Pilsen,Credit Card,780,3703,Low Risk,0.9,
C4116,26,44778,Prague,Mortgage,518,5458,High Risk,0.9,
C4117,57,81027,Brno,Personal Loan,780,9336,Low Risk,0.9,
C4118,51,75322,Ostrava,Credit Card,650,1745,Medium Risk,1.1,
C4119,21,32037,Pilsen,Mortgage,785,7100,Low Risk,0.9,
C4120,45,63771,Prague,Personal Loan,576,7535,High Risk,0.9,
C4121,54,104657,Brno,Credit Card,677,5033,Medium Risk,1.1,
C4122,65,108834,Ostrava,Mortgage,531,6828,High Risk,1.1,
C4123,57,86765,Pilsen,Personal Loan,831,5176,Low Risk,0.9,
C4124,61,107087,Prague,Credit Card,513,6922,High Risk,1.1,
C4125,20,45607,Brno,Mortgage,679,7372,Medium Risk,0.9,
C4126,63,93860,Ostrava,Personal Loan,663,7769,Medium Risk,1,
C4127,61,91398,Pilsen,Credit Card,610,7510,Medium Risk,1.1,
C4128,50,73069,Prague,Mortgage,799,1259,Low Risk,0.9,
C4129,44,57220,Brno,Personal Loan,729,1463,Medium Risk,1,
C4130,39,61141,Ostrava,Credit Card,755,1411,Low Risk,1.1,
C4131,69,100514,Pilsen,Mortgage,834,8863,Low Risk,0.9,
C4132,57,102295,Prague,Personal Loan,589,6517,High Risk,1,
C4133,43,50201,Brno,Credit Card,749,5933,Medium Risk,0.9,
C4134,59,86487,Ostrava,Mortgage,772,3733,Low Risk,0.9,
C4135,20,42380,Pilsen,Personal Loan,647,8590,Medium Risk,0.9,
C4136,53,112494,Prague,Credit Card,842,7248,Low Risk,1.1,
C4137,47,58915,Brno,Mortgage,629,5477,Medium Risk,1,
C4138,59,102889,Ostrava,Personal Loan,713,2572,Medium Risk,1,
C4139,68,100778,Pilsen,Credit Card,593,3760,High Risk,1.1,
C4140,33,71253,Prague,Mortgage,569,6583,High Risk,1,
C4141,58,117529,Brno,Personal Loan,677,1321,Medium Risk,0.9,
C4142,66,83322,Ostrava,Credit Card,518,1046,High Risk,0.9,
C4143,63,107738,Pilsen,Mortgage,721,3129,Medium Risk,1.1,
C4144,34,69822,Prague,Personal Loan,561,3259,High Risk,0.9,
C4145,62,100337,Brno,Credit Card,548,9804,High Risk,1,
C4146,31,61601,Ostrava,Mortgage,774,7501,Low Risk,0.9,
C4147,63,103665,Pilsen,Personal Loan,507,7728,High Risk,0.9,
C4148,60,83649,Prague,Credit Card,749,4304,Medium Risk,1.1,
C4149,50,76204,Brno,Mortgage,784,8135,Low Risk,1.1,
C4150,69,111156,Ostrava,Personal Loan,832,2445,Low Risk,1,
C4151,22,44129,Pilsen,Credit Card,850,5976,Low Risk,1.1,
C4152,50,76836,Prague,Mortgage,803,5070,Low Risk,1.1,
C4153,68,109995,Brno,Personal Loan,725,4315,Medium Risk,1.1,
C4154,22,45444,Ostrava,Credit Card,560,2550,High Risk,1.1,
C4155,37,56852,Pilsen,Mortgage,836,3089,Low Risk,0.9,
C4156,57,98238,Prague,Personal Loan,615,5624,Medium Risk,1,
C4157,44,76781,Brno,Credit Card,638,3837,Medium Risk,0.9,
C4158,58,81221,Ostrava,Mortgage,539,1604,High Risk,1,
C4159,46,57441,Pilsen,Personal Loan,801,2204,Low Risk,0.9,
C4160,26,40993,Prague,Credit Card,518,1350,High Risk,1,
C4161,33,58465,Brno,Mortgage,789,2451,Low Risk,1,
C4162,27,45087,Ostrava,Personal Loan,560,7288,High Risk,1,
C4163,63,92231,Pilsen,Credit Card,760,8478,Low Risk,1,
C4164,35,57088,Prague,Mortgage,527,6516,High Risk,1,
C4165,31,72997,Brno,Personal Loan,779,9522,Low Risk,1.1,
C4166,51,90023,Ostrava,Credit Card,753,7471,Low Risk,0.9,
C4167,68,90920,Pilsen,Mortgage,769,3452,Low Risk,1,
C4168,56,85880,Prague,Personal Loan,748,8754,Medium Risk,1.1,
C4169,27,32316,Brno,Credit Card,645,9465,Medium Risk,0.9,
C4170,54,95309,Ostrava,Mortgage,722,9313,Medium Risk,0.9,
C4171,26,43916,Pilsen,Personal Loan,548,8593,High Risk,0.9,
C4172,44,62734,Prague,Credit Card,783,6980,Low Risk,0.9,
C4173,69,119664,Brno,Mortgage,505,3402,High Risk,1.1,
C4174,54,98825,Ostrava,Personal Loan,629,4233,Medium Risk,0.9,
C4175,20,31075,Pilsen,Credit Card,729,4987,Medium Risk,1.1,
C4176,64,105418,Prague,Mortgage,810,5878,Low Risk,1.1,
C4177,60,119060,Brno,Personal Loan,653,9202,Medium Risk,0.9,
C4178,37,56798,Ostrava,Credit Card,847,1843,Low Risk,1.1,
C4179,36,58811,Pilsen,Mortgage,701,7438,Medium Risk,1.1,
C4180,26,37103,Prague,Personal Loan,703,7684,Medium Risk,1.1,
C4181,24,33608,Brno,Credit Card,730,2104,Medium Risk,1.1,
C4182,59,81887,Ostrava,Mortgage,801,2819,Low Risk,1.1,
C4183,34,64532,Pilsen,Personal Loan,688,2160,Medium Risk,1.1,
C4184,24,39276,Prague,Credit Card,683,9726,Medium Risk,0.9,
C4185,43,61274,Brno,Mortgage,632,4007,Medium Risk,0.9,
C4186,63,119315,Ostrava,Personal Loan,698,1089,Medium Risk,0.9,
C4187,51,105085,Pilsen,Credit Card,743,7104,Medium Risk,1.1,
C4188,24,30596,Prague,Mortgage,654,7316,Medium Risk,0.9,
C4189,33,51178,Brno,Personal Loan,741,7684,Medium Risk,1,
C4190,56,103566,Ostrava,Credit Card,823,3089,Low Risk,1.1,
C4191,22,47279,Pilsen,Mortgage,541,2455,High Risk,0.9,
C4192,28,42850,Prague,Personal Loan,828,1665,Low Risk,0.9,
C4193,43,51933,Brno,Credit Card,635,6619,Medium Risk,1,
C4194,62,119491,Ostrava,Mortgage,772,7593,Low Risk,1.1,
C4195,20,39167,Pilsen,Personal Loan,776,7853,Low Risk,1.1,
C4196,33,69203,Prague,Credit Card,666,5062,Medium Risk,1.1,
C4197,25,38425,Brno,Mortgage,631,6387,Medium Risk,1,
C4198,60,89068,Ostrava,Personal Loan,608,2936,Medium Risk,1.1,
C4199,66,89358,Pilsen,Credit Card,704,8966,Medium Risk,0.9,
C4200,22,41172,Prague,Mortgage,589,2833,High Risk,1,
C4201,52,95747,Brno,Personal Loan,802,2990,Low Risk,1.1,
C4202,41,87065,Ostrava,Credit Card,713,5759,Medium Risk,1.1,
C4203,62,92987,Pilsen,Mortgage,672,3108,Medium Risk,0.9,
C4204,33,80102,Prague,Personal Loan,694,1739,Medium Risk,1.1,
C4205,34,51958,Brno,Credit Card,838,7689,Low Risk,1,
C4206,69,78223,Ostrava,Mortgage,671,3008,Medium Risk,1.1,
C4207,30,87791,Pilsen,Personal Loan,668,5288,Medium Risk,1.1,
C4208,29,30590,Prague,Credit Card,633,8905,Medium Risk,1,
C4209,32,75969,Brno,Mortgage,643,9606,Medium Risk,0.9,
C4210,51,86088,Ostrava,Personal Loan,837,1989,Low Risk,1,
C4211,51,113682,Pilsen,Credit Card,793,8572,Low Risk,0.9,
C4212,44,66447,Prague,Mortgage,600,9432,Medium Risk,0.9,
C4213,47,70553,Brno,Personal Loan,730,2754,Medium Risk,0.9,
C4214,60,105704,Ostrava,Credit Card,547,3742,High Risk,1.1,
C4215,20,30818,Pilsen,Mortgage,683,2899,Medium Risk,0.9,
C4216,26,48217,Prague,Personal Loan,741,1887,Medium Risk,1.1,
C4217,28,42148,Brno,Credit Card,820,2260,Low Risk,0.9,
C4218,53,77114,Ostrava,Mortgage,751,5133,Low Risk,0.9,
C4219,30,55054,Pilsen,Personal Loan,584,7940,High Risk,1.1,
C4220,58,92424,Prague,Credit Card,551,8822,High Risk,1,
C4221,31,76486,Brno,Mortgage,796,2251,Low Risk,1,
C4222,31,77355,Ostrava,Personal Loan,600,4253,Medium Risk,1.1,
C4223,57,97386,Pilsen,Credit Card,817,4552,Low Risk,0.9,
C4224,24,35537,Prague,Mortgage,520,2603,High Risk,1.1,
C4225,58,114288,Brno,Personal Loan,749,2336,Medium Risk,1,
C4226,46,86714,Ostrava,Credit Card,650,8332,Medium Risk,1.1,
C4227,59,112915,Pilsen,Mortgage,516,8044,High Risk,1,
C4228,45,60729,Prague,Personal Loan,552,6591,High Risk,1,
C4229,43,78621,Brno,Credit Card,595,8482,High Risk,1.1,
C4230,34,56174,Ostrava,Mortgage,762,1769,Low Risk,1,
C4231,25,33976,Pilsen,Personal Loan,550,9327,High Risk,1.1,
C4232,66,114242,Prague,Credit Card,839,1702,Low Risk,1.1,
C4233,36,85318,Brno,Mortgage,533,2639,High Risk,1,
C4234,48,51368,Ostrava,Personal Loan,596,2749,High Risk,0.9,
C4235,70,108221,Pilsen,Credit Card,566,1976,High Risk,1,
C4236,26,33009,Prague,Mortgage,716,6370,Medium Risk,1.1,
C4237,24,32278,Brno,Personal Loan,786,9262,Low Risk,0.9,
C4238,42,80962,Ostrava,Credit Card,774,1395,Low Risk,0.9,
C4239,28,48206,Pilsen,Mortgage,542,3133,High Risk,1.1,
C4240,20,41958,Prague,Personal Loan,600,2102,Medium Risk,0.9,
C4241,29,44209,Brno,Credit Card,771,1468,Low Risk,1.1,
C4242,67,84861,Ostrava,Mortgage,587,2590,High Risk,1.1,
C4243,68,103677,Pilsen,Personal Loan,607,8064,Medium Risk,1,
C4244,22,37577,Prague,Credit Card,643,3692,Medium Risk,1,
C4245,20,40870,Brno,Mortgage,680,5816,Medium Risk,1,
C4246,58,113174,Ostrava,Personal Loan,697,4580,Medium Risk,1,
C4247,46,51161,Pilsen,Credit Card,681,7089,Medium Risk,1,
C4248,21,34411,Prague,Mortgage,719,1801,Medium Risk,0.9,
C4249,20,41743,Brno,Personal Loan,593,8160,High Risk,0.9,
C4250,52,76513,Ostrava,Credit Card,712,1334,Medium Risk,0.9,
C4251,53,94763,Pilsen,Mortgage,541,8109,High Risk,1.1,
C4252,42,54569,Prague,Personal Loan,501,1066,High Risk,1.1,
C4253,68,101273,Brno,Credit Card,656,4578,Medium Risk,1.1,
C4254,66,110495,Ostrava,Mortgage,791,7070,Low Risk,0.9,
C4255,62,80300,Pilsen,Personal Loan,841,1197,Low Risk,1,
C4256,38,86315,Prague,Credit Card,584,9356,High Risk,1,
